hub-39869.txt,Em Dezembro,[3 - 14],DATE-NONE-SPC-OTHER-DATE
hub-39869.txt,Lisboa,[18 - 24],GPE-NAM-SPC-OTHER-GPE
hub-39869.txt,"Sócrates",[29 - 37],PERSON-NAM-SPC-OTHER-PERSON
hub-39869.txt,"União Europeia-África",[48 - 69],EVENTO-NONE-SPC-OTHER-EVENTO
hub-39869.txt,"União Europeia",[49 - 63],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"União Europeia",[49 - 63],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"União Europeia",[49 - 63],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,"África",[66 - 72],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"África",[66 - 72],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"África",[66 - 72],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,Mugabe,[103 - 109],PERSON-NAM-SPC-OTHER-PERSON
hub-39869.txt,"União Europeia-África",[125 - 146],EVENTO-NONE-SPC-OTHER-EVENTO
hub-39869.txt,"União Europeia",[126 - 140],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"União Europeia",[126 - 140],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"União Europeia",[126 - 140],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,"África",[143 - 149],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"África",[143 - 149],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"África",[143 - 149],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,para 8,[159 - 165],DATE-NONE-SPC-OTHER-DATE
hub-39869.txt,9 de Dezembro,[168 - 181],DATE-NONE-SPC-OTHER-DATE
hub-39869.txt,Lisboa,[185 - 191],GPE-NAM-SPC-OTHER-GPE
hub-39869.txt,Presidente do Zimbabwe,[226 - 248],PERSON-NONE-SPC-OTHER-OCCUPATION
hub-39869.txt,Presidente,[227 - 237],PERSON-NONE-SPC-OTHER-OCCUPATION
hub-39869.txt,Zimbabwe,[241 - 249],GPE-NONE-SPC-COUNTRY-GPE
hub-39869.txt,Zimbabwe,[241 - 249],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,Zimbabwe,[241 - 249],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,Zimbabwe,[241 - 249],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,Robert Mugabe,[251 - 264],PERSON-NAM-SPC-OTHER-PERSON
hub-39869.txt,hoje,[275 - 279],DATE-NONE-SPC-OTHER-DATE
hub-39869.txt,"José Sócrates",[280 - 293],PERSON-NAM-SPC-OTHER-PERSON
hub-39869.txt,"União Europeia",[352 - 366],GPE-NONE-SPC-COUNTRY-GPE
hub-39869.txt,"União Europeia",[352 - 366],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"União Europeia",[352 - 366],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"União Europeia",[352 - 366],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,UE,[368 - 370],GPE-NONE-SPC-COUNTRY-GPE
hub-39869.txt,UE,[368 - 370],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,UE,[368 - 370],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,UE,[368 - 370],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,"União Europeia",[420 - 434],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"União Europeia",[420 - 434],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"União Europeia",[420 - 434],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,"África",[437 - 443],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"África",[437 - 443],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"África",[437 - 443],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,Presidente Robert Mugabe,[549 - 573],PERSON-NAM-SPC-OTHER-PERSON
hub-39869.txt,"Sócrates",[585 - 593],PERSON-NAM-SPC-OTHER-PERSON
hub-39869.txt,Singapura,[597 - 606],GPE-NONE-SPC-COUNTRY-GPE
hub-39869.txt,UE,[636 - 638],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,UE,[636 - 638],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,UE,[636 - 638],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,Sudeste,[654 - 661],GPE-NONE-SPC-OTHER-GPE
hub-39869.txt,Lusa,[683 - 687],PERSONPEOPLE-NONE-SPC-OTHER-PERSONPEOPLE
