aa33715.txt,Pai Natal,[5 - 14],PERSON-NAM-SPC-OTHER-PERSON
aa33715.txt,Artur Jorge,[17 - 28],PERSON-NAM-SPC-OTHER-PERSON
aa33715.txt,BCP,[33 - 36],ORGANIZATION-NONE-SPC-COMMERCIAL-ORGANIZATION
aa33715.txt,Governo,[43 - 50],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
aa33715.txt,Governo,[43 - 50],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
aa33715.txt,Governo,[43 - 50],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
aa33715.txt,Pai Natal,[132 - 141],PERSON-NAM-SPC-OTHER-PERSON
aa33715.txt,Governo,[237 - 244],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
aa33715.txt,Governo,[237 - 244],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
aa33715.txt,Governo,[237 - 244],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
aa33715.txt,Pai Natal,[263 - 272],-NONE-SPC-OTHER-
aa33715.txt,Pai Natal,[263 - 272],PERSON-NAM-SPC-OTHER-PERSON
aa33715.txt,Artur Jorge,[321 - 332],PERSON-NAM-SPC-OTHER-PERSON
aa33715.txt,"Irão",[382 - 386],PERSONPEOPLE-NONE-SPC-OTHER-PERSONPEOPLE
aa33715.txt,"há seis meses",[413 - 426],DURATION-NONE-SPC-OTHER-DURATION
aa33715.txt,"nos últimos anos",[480 - 496],DATE-NONE-SPC-OTHER-DATE
aa33715.txt,FC Porto,[528 - 536],PERSONPEOPLE-NONE-SPC-OTHER-PERSONPEOPLE
aa33715.txt,"Federação Iraniana de Futebol",[648 - 677],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
aa33715.txt,Pai Natal,[690 - 699],PERSON-NAM-SPC-OTHER-PERSON
aa33715.txt,Artur Jorge,[704 - 715],PERSON-NAM-SPC-OTHER-PERSON
aa33715.txt,"presidente da Caixa Geral de Depósitos",[764 - 802],PERSON-NONE-SPC-OTHER-OCCUPATION
